userid,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
control19,0.849653258919716,0.402939438819885,0.351521372795105,0.51101641356945,0.499305799603462,0.00981318950653076,0.00902904570102692,0.0130123794078827,0.172142118215561,0.011776477098465,0.0383999347686768,0.0246846824884415,0.21297051012516,0.214667096734047,0.359786674380302,0.398574590682983,0.12595146894455,0.10015170276165,0.0942143350839615,0.0930014997720718,0.273726254701614,0.0687874853610992,0.0290888696908951,0.0668224841356277
control2,0.507321000099182,0.0392628908157349,0.271623760461807,0.0172612071037292,0.00982095301151276,0.0159357339143753,0.030163049697876,0.0881770551204681,0.675712794065475,0.128613576292992,0.74886192381382,0.604306116700172,0.496705040335655,0.365286141633987,0.313737809658051,0.499905779957771,0.87670624256134,0.779004126787186,0.236593157052994,0.813303723931313,0.79179772734642,0.440520510077477,0.661878496408463,0.534755125641823
control20,0.0254760086536407,0.0309214890003204,0.0403891503810883,0.0532143712043762,0.018000915646553,0.016103208065033,0.394805356860161,0.790784016251564,0.524799540638924,0.121395513415337,0.552259057760239,0.516521245241165,0.414080649614334,0.583660647273064,0.490751668810844,0.838565796613693,0.356952160596848,0.749799594283104,0.363678574562073,0.4365444034338,0.243660986423492,0.161983340978622,0.0378565788269043,0.0214680135250092
control21,0.323995366692543,0.357840240001678,0.481819599866867,0.495670557022095,0.712963208556175,0.643482550978661,0.71794082224369,0.376957193017006,0.177424356341362,0.0376478582620621,0.00781084597110748,0.024123802781105,0.0370305925607681,0.0474825203418732,0.0511002391576767,0.149860799312592,0.194851636886597,0.231005102396011,0.161096125841141,0.136170536279678,0.247833773493767,0.211145520210266,0.294374868273735,0.154568046331406
control22,0.460463583469391,0.0211815685033798,0.0575200468301773,0.0140577405691147,0.0561536252498627,0.0158783048391342,0.0240767449140549,0.352177307009697,0.32137393951416,0.0483021885156631,0.191717311739922,0.121345460414886,0.325495153665543,0.256916910409927,0.207554548978806,0.20963542163372,0.20458011329174,0.398813456296921,0.256757885217667,0.180780366063118,0.0957272052764893,0.21418271958828,0.254212290048599,0.0931703448295593
control23,0.0488450825214386,0.00970457494258881,0.0660509318113327,0.0225136578083038,0.02059505879879,0.0118175595998764,0.428331613540649,0.241341009736061,0.243413180112839,0.118828788399696,0.4074537307024,0.17500002682209,0.18332040309906,0.178790107369423,0.125660642981529,0.205425187945366,0.154138579964638,0.199417591094971,0.183592200279236,0.311525821685791,0.156237542629242,0.11470240354538,0.258907571434975,0.0423488020896912
control24,0.710797309875488,0.430915594100952,0.586465418338776,0.026664063334465,0.0263227224349976,0.00736556947231293,0.0174547433853149,0.0109039396047592,0.0193259716033936,0.00904396176338196,0.0106933414936066,0.00985635817050934,0.324503645300865,0.261063322424889,0.353776082396507,0.921656414866447,0.946628287434578,0.54448601603508,0.665736109018326,0.13491253554821,0.255987152457237,0.745489194989204,0.946831166744232,0.297990396618843
control25,0.0287138372659683,0.0296091586351395,0.121577858924866,0.011973574757576,0.0241437256336212,0.244242832064629,0.875892758369446,0.190201714634895,0.702819675207138,0.119860976934433,0.417791500687599,0.133045136928558,0.28578694164753,0.364110678434372,0.378719061613083,0.387900590896606,0.277097210288048,0.536718159914017,0.258261770009995,0.368369951844215,0.240724056959152,0.257343038916588,0.155129835009575,0.0411832928657532
control26,0.226217657327652,0.176637873053551,0.629477322101593,0.254380151629448,0.523446217179298,0.263983234763145,0.517788216471672,0.599645748734474,0.00781682133674622,0.0124190002679825,0.0122320950031281,0.0367940068244934,0.313160508871078,0.39400278031826,0.559248104691505,0.620643630623817,0.602547749876976,0.459174156188965,0.480430334806442,0.589688032865524,0.330627024173737,0.16608165204525,0.250719517469406,0.536533191800117
control27,0.0271596610546112,0.0300654172897339,0.0201155096292496,0.0344507396221161,0.0143440663814545,0.015506312251091,0.753200098872185,0.485791638493538,0.264431700110435,0.113343313336372,0.203337043523788,0.160508036613464,0.136373862624168,0.259391918778419,0.409798428416252,0.228593766689301,0.300275161862373,0.719631657004356,0.351599112153053,0.361304804682732,0.190157189965248,0.0858573317527771,0.737181201577187,0.23095777630806
control28,0.278607353568077,0.292734652757645,0.0181830823421478,0.0119111984968185,0.125579878687859,0.209217041730881,0.239047184586525,0.402476847171783,0.378389239311218,0.0912518799304962,0.286227598786354,0.356554806232452,0.258363083004951,0.40714593231678,0.266376599669456,0.541003793478012,0.333932727575302,0.346825286746025,0.171779468655586,0.412509471178055,0.33183728158474,0.311607033014297,0.279952377080917,0.17156571149826
control29,0.187720060348511,0.00347928702831268,0.0307809710502625,0.025199219584465,0.0241397023200989,0.00348569452762604,0.266037732362747,0.40621517598629,0.608730494976044,0.105663031339645,0.270302698016167,0.197353094816208,0.206447333097458,0.264870256185532,0.284263998270035,0.362818151712418,0.544177442789078,0.553883001208305,0.191660642623901,0.0976299941539764,0.11938014626503,0.123819589614868,0.249345988035202,0.254747450351715
control3,0.0251003503799438,0.0148723721504211,0.0236959606409073,0.0172881633043289,0.0201183259487152,0.0118056982755661,0.348353683948517,0.167046338319778,0.296746030449867,0.152364447712898,0.478247508406639,0.417008355259895,0.367867261171341,0.348632365465164,0.16213683784008,0.307610586285591,0.384440794587135,0.169528648257256,0.2546207010746,0.306861087679863,0.194123595952988,0.156284183263779,0.303223863244057,0.289510607719421
control30,0.0337638109922409,0.0519544929265976,0.0264778733253479,0.0205076336860657,0.0529263466596603,0.0330889821052551,0.172701597213745,0.549859374761581,0.249498829245567,0.0550670921802521,0.254902496933937,0.172972708940506,0.253520548343658,0.285998463630676,0.560424283146858,0.427453309297562,0.454990416765213,0.0926826447248459,0.0914210975170135,0.251962155103683,0.0238085836172104,0.021951287984848,0.181336298584938,0.174105927348137
control31,0.271016597747803,0.271399542689323,0.129405274987221,0.0281699001789093,0.0309124886989594,0.00719167292118073,0.0182315707206726,0.646524965763092,0.397530511021614,0.436560049653053,0.672299280762672,0.652851358056068,0.520108282566071,0.690005496144295,0.429523810744286,0.581983551383018,0.404312014579773,0.587437033653259,0.654708564281464,0.537183865904808,0.360912472009659,0.296876132488251,0.785544171929359,0.491942912340164
control32,0.0848037302494049,0.195768773555756,0.382504403591156,0.413333922624588,0.730451390147209,0.289345607161522,0.00814639031887054,0.010474681854248,0.0214888602495193,0.00193630158901215,0.00806505978107452,0.0274764150381088,0.0975818186998367,0.0368248224258423,0.0227793157100677,0.311538487672806,0.266385599970818,0.163191244006157,0.0220339894294739,0.0601759254932404,0.199348598718643,0.137372151017189,0.370522290468216,0.435944631695747
control4,0.396008357405663,0.352321460843086,0.0612743943929672,0.00996498763561249,0.028719574213028,0.0340487509965897,0.0173049420118332,0.0111984759569168,0.0190023928880692,0.0751896798610687,0.0728984326124191,0.391278594732285,0.0691210180521011,0.518403843045235,0.112563714385033,0.445203453302383,0.0957096070051193,0.145201072096825,0.143785014748573,0.186981827020645,0.100365549325943,0.149872809648514,0.018756240606308,0.0240368694067001
control5,0.0205667763948441,0.0457003563642502,0.00968851149082184,0.0482524335384369,0.0255407392978668,0.0579486638307571,0.725496754050255,0.368814960122108,0.314788222312927,0.156003385782242,0.284533709287643,0.364722639322281,0.424867421388626,0.236354604363441,0.216995000839233,0.353337973356247,0.211567223072052,0.427167505025864,0.531141564249992,0.383222296833992,0.35893315076828,0.430261164903641,0.229793563485146,0.0429771691560745
control6,0.0241602957248688,0.709030851721764,0.771877780556679,0.484505459666252,0.819088861346245,0.417440086603165,0.185067981481552,0.577783972024918,0.24717989563942,0.123643442988396,0.365082293748856,0.187434554100037,0.300907745957375,0.306021928787231,0.141899988055229,0.291131913661957,0.405888557434082,0.217978492379189,0.092446893453598,0.295768842101097,0.639982014894485,0.342704474925995,0.125162571668625,0.0202870070934296
control7,0.470583558082581,0.0577084422111511,0.0195630192756653,0.0458219945430756,0.0278731286525726,0.0448506772518158,0.0247529596090317,0.106896549463272,0.90587605535984,0.151596114039421,0.332826897501945,0.246152848005295,0.234167620539665,0.69680917263031,0.1784887611866,0.331469684839249,0.73415794968605,0.571520164608955,0.268196403980255,0.383919984102249,0.198394298553467,0.203663930296898,0.163013353943825,0.642024993896484
control8,0.680413067340851,0.200347319245338,0.124817818403244,0.0637213885784149,0.0332961827516556,0.0402524322271347,0.562204942107201,0.390329048037529,0.485532343387604,0.412790730595589,0.451503604650497,0.347060769796371,0.631858110427856,0.629827067255974,0.378149777650833,0.331967070698738,0.165505841374397,0.445220232009888,0.308853328227997,0.348156988620758,0.273356363177299,0.281187266111374,0.543404683470726,0.671161726117134
control9,0.0399373686831988,0.0748674530444762,0.00979963794521952,0.0111223630623263,0.00341462241377107,0.00932684365183404,0.0783393872468976,0.347458618698792,0.222740423319645,0.0903042017382409,0.35401114032976,0.243326222124838,0.417575915521895,0.128065031527478,0.151287531698257,0.279309201931948,0.138563395834142,0.0898046977617212,0.172000378740434,0.161205303129761,0.0704166046181208,0.0464640252546612,0.0650475262932468,0.163661794608835
condition1,0.135986641049385,0.31627431511879,0.519716054201126,0.0199123322963715,0.432820111513138,0.0223256051540375,0.595368221402168,0.158201351761818,0.17461059987545,0.442772507667542,0.638274013996124,0.549489319324493,0.332717895507812,0.68977826833725,0.00505474209785461,0.000797256827354431,0.402339175343513,0.476851731538773,0.152861401438713,0.483843818306923,0.141769453883171,0.70558787882328,0.332208871841431,0.330794796347618
condition10,0.0198163837194443,0.0205193608999252,0.0337935239076614,0.0154339671134949,0.0482877343893051,0.0245153158903122,0.0291886925697327,0.0655992329120636,0.296555086970329,0.0902749747037888,0.282402977347374,0.405198454856873,0.240127116441727,0.438694104552269,0.262775644659996,0.56763930618763,0.346254885196686,0.35386061668396,0.503481864929199,0.553978979587555,0.217227786779404,0.208812326192856,0.333709254860878,0.0182661265134811
condition11,0.152293652296066,0.0733243525028229,0.114316433668137,0.0726990699768066,0.00371134281158447,0.0835677236318588,0.00253055989742279,0.00454264879226685,0.0336790829896927,0.000995293259620667,0.0018647164106369,0.00348426401615143,0.00454030930995941,0.316085577011108,0.0914021134376526,0.226356774568558,0.137709438800812,0.18412721157074,0.109036132693291,0.327131539583206,0.173561245203018,0.0149649232625961,0.196510210633278,0.203772947192192
condition12,0.272860109806061,0.195336312055588,0.399169489741325,0.128371477127075,0.0347118228673935,0.0106648653745651,0.0181950032711029,0.011235699057579,0.0353618860244751,0.00958114862442017,0.171216130256653,0.106926381587982,0.247511267662048,0.335850924253464,0.250546544790268,0.213534936308861,0.147634014487267,0.0635790377855301,0.0193632841110229,0.30448967218399,0.0191905647516251,0.0253995805978775,0.249876767396927,0.0922712683677673
condition13,0.475491613149643,0.154861614108086,0.446324288845062,0.040265366435051,0.0878981649875641,0.017885684967041,0.0186618715524673,0.269646316766739,0.104065373539925,0.133425354957581,0.510000616312027,0.317031651735306,0.361007019877434,0.236793786287308,0.0520746856927872,0.1681869328022,0.24045093357563,0.269085109233856,0.151187732815742,0.344412669539452,0.26299113035202,0.114696964621544,0.357448726892471,0.180353060364723
condition14,0.0120919495820999,0.00248721241950989,0.397665023803711,0.272001534700394,0.242188930511475,0.0879535377025604,0.18306140601635,0.117012739181519,0.0753682106733322,0.0379444807767868,0.140246987342834,0.104729145765305,0.0884750485420227,0.0564863234758377,0.0311462581157684,0.0341866016387939,0.0235852301120758,0.0179576128721237,0.0384980887174606,0.0274744033813477,0.0250151455402374,0.0121137946844101,0.00531782209873199,0.00321167707443237
condition15,0.0749202072620392,0.0225149244070053,0.0240101516246796,0.0103747844696045,0.0248745381832123,0.0130573362112045,0.578600212931633,0.283233642578125,0.188341692090034,0.0374853312969208,0.115795612335205,0.125635266304016,0.111580103635788,0.110377937555313,0.184532895684242,0.1639144718647,0.0607690811157227,0.1392962038517,0.104608252644539,0.253385096788406,0.207933396100998,0.0494708865880966,0.148412749171257,0.0488361418247223
condition16,0.00710388497027759,0.00174360018644341,0.00777925464802438,0.0635545950606564,0.00703720995461708,0.00822112219735371,0.00774154575942394,0.0115857696829429,0.197659300429512,0.0507108790200091,0.458640661412655,0.601905138851554,0.463697910896532,0.428115635949685,0.437640440699902,0.251832914138875,0.370427820033899,0.359671755767766,0.219660586621412,0.0806715238586975,0.434154647183237,0.0271430410890148,0.0496815767134701,0.134618133021918
condition17,0.148234263062477,0.0858833193778992,0.0733582675457001,0.0855205506086349,0.0308938175439835,0.0699198395013809,0.066089078783989,0.0656805485486984,0.0551772862672806,0.0014488697052002,0.0141835957765579,0.0980836451053619,0.077252060174942,0.0889157205820084,0.111512124538422,0.12215656042099,0.0834950804710388,0.0888938456773758,0.0445722788572311,0.0855189859867096,0.0445738136768341,0.0612716227769852,0.0772853642702103,0.0513915419578552
condition18,0.103598728775978,0.0744774341583252,0.120807513594627,0.0872205644845963,0.229376211762428,0.126513913273811,0.0938419550657272,0.0373113453388214,0.0523244142532349,0.038271576166153,0.015171691775322,0.0309478342533112,0.0244046300649643,0.0280060917139053,0.00330951809883118,0.104381188750267,0.0786273926496506,0.095616415143013,0.049680694937706,0.119862020015717,0.0850324034690857,0.0317441821098328,0.0643266290426254,0.0925220549106598
condition19,0.12130206823349,0.00882628560066223,0.0244235098361969,0.0143326967954636,0.00931811332702637,0.0136427283287048,0.148471027612686,0.157457247376442,0.096242219209671,0.0663507431745529,0.445577129721642,0.294585391879082,0.231335923075676,0.163206696510315,0.090768963098526,0.129413232207298,0.176870957016945,0.190937742590904,0.229035437107086,0.301980927586555,0.303396135568619,0.102355346083641,0.156824827194214,0.103138744831085
condition2,0.0260236263275146,0.0231635272502899,0.0736167430877686,0.0564655363559723,0.328735202550888,0.160081163048744,0.50756898522377,0.659811273217201,0.780325651168823,0.487201288342476,0.538311019539833,0.217551201581955,0.271473586559296,0.525273829698563,0.415877401828766,0.324224799871445,0.0728295594453812,0.138743966817856,0.0192686468362808,0.0278038531541824,0.0414028167724609,0.00952024757862091,0.027018815279007,0.01826012134552
condition20,0.0263327807188034,0.338521033525467,0.0622643530368805,0.0377281010150909,0.00649979710578918,0.68380469083786,0.394819647073746,0.251946285367012,0.186380937695503,0.570385321974754,0.553523421287537,0.80655312538147,0.0683075934648514,0.0329928994178772,0.705799400806427,0.0306081175804138,0.200192824006081,0.140150308609009,0.0839139968156815,0.821849092841148,0.0928077697753906,0.0347216874361038,0.0823721140623093,0.46648134291172
condition21,0.564321056008339,0.184045761823654,0.676748290657997,0.431162565946579,0.2092075496912,0.826159909367561,0.575796529650688,0.402900293469429,0.577494084835052,0.745989665389061,0.347742274403572,0.579310342669487,0.0613743513822556,0.640465408563614,0.570540636777878,0.523843124508858,0.0589024275541306,0.567405179142952,0.476526767015457,0.334113866090775,0.838372766971588,0.467077016830444,0.353142827749252,0.58101923763752
condition22,0.00722411274909973,0.0591059923171997,0.00715841352939606,0.0891524851322174,0.148107901215553,0.00983355939388275,0.0479717701673508,0.0170927345752716,0.159064516425133,0.127563998103142,0.389975175261497,0.200534716248512,0.154109209775925,0.196035385131836,0.147306025028229,0.124765560030937,0.107085898518562,0.216603606939316,0.138535961508751,0.183669984340668,0.104575753211975,0.0788248926401138,0.276174262166023,0.0428125262260437
condition23,0.558938339352608,0.0121878832578659,0.0175207704305649,0.0337123423814774,0.013654813170433,0.072237491607666,0.0293039679527283,0.0310021936893463,0.0231886357069016,0.0140458047389984,0.0187575072050095,0.178513750433922,0.400859743356705,0.460342839360237,0.483646363019943,0.501821935176849,0.398163884878159,0.296590745449066,0.133279129862785,0.130799517035484,0.355445429682732,0.311400160193443,0.914547964930534,0.273280248045921
condition3,0.275210022926331,0.0617148131132126,0.30763253569603,0.134079292416573,0.270347386598587,0.0716417282819748,0.00976942479610443,0.0163805484771729,0.020312175154686,0.0158863663673401,0.0647726505994797,0.136997908353806,0.504402831196785,0.347629889845848,0.337487682700157,0.787677466869354,0.419122129678726,0.58723159134388,0.43606336414814,0.153264939785004,0.376631051301956,0.33990179002285,0.513421848416328,0.326249018311501
condition4,0.237681217470538,0.106837579364581,0.158599577253622,0.16291485763375,0.118962980341166,0.248989951353003,0.172083019452858,0.157991176810364,0.119342634900442,0.00101538443544274,0.136031266020791,0.195250734159016,0.572585104154548,0.541223863802957,0.104015879594485,0.143584379891592,0.131076051249479,0.0111447945159735,0.0902770824155262,0.150779293316822,0.295129715581296,0.181829052901309,0.15901213892188,0.147636041182905
condition5,0.102734833955765,0.0780757963657379,0.0953424870967865,0.074104443192482,0.0649047046899796,0.0160943567752838,0.0183371305465698,0.0099329799413681,0.0132174342870712,0.0453368723392487,0.096221998333931,0.134971618652344,0.225873157382011,0.775300592184067,0.274719670414925,0.330331206321716,0.215059325098991,0.597939386963844,0.109107226133347,0.373255863785744,0.191955015063286,0.189039513468742,0.153987988829613,0.160496324300766
condition6,0.0241227000951767,0.00989282131195068,0.0331959575414658,0.0235028862953186,0.0333332419395447,0.0245914608240128,0.0288765132427216,0.301877096295357,0.172784298658371,0.0742466151714325,0.303860723972321,0.183569520711899,0.128264009952545,0.290931865572929,0.18487623333931,0.339081063866615,0.210939884185791,0.339511334896088,0.127513289451599,0.359033033251762,0.359171912074089,0.0473737418651581,0.237527057528496,0.146217435598373
condition7,0.056669220328331,0.045377641916275,0.111887499690056,0.0141328722238541,0.0467480272054672,0.0400363951921463,0.0290258526802063,0.175435945391655,0.449452176690102,0.487364202737808,0.709499537944794,0.671866774559021,0.511025443673134,0.753252759575844,0.624550476670265,0.974158599972725,0.697983995079994,0.488595977425575,0.250485122203827,0.124028161168098,0.163399145007133,0.102850258350372,0.194995775818825,0.124565660953522
condition8,0.11763334274292,0.0414158254861832,0.0365287810564041,0.0438662171363831,0.0140432715415955,0.0359404981136322,0.0178322196006775,0.0102941542863846,0.0240695923566818,0.0152558386325836,0.158365726470947,0.463596686720848,0.173090651631355,0.307026326656342,0.415966019034386,0.543011993169785,0.721290439367294,0.822917640209198,0.439721167087555,0.409151583909988,0.176121070981026,0.110326930880547,0.124618083238602,0.14666935801506
condition9,0.185250282287598,0.173992037773132,0.0273595154285431,0.0410719960927963,0.0510803908109665,0.030093640089035,0.02581687271595,0.0157500803470612,0.126451328396797,0.114255368709564,0.103337436914444,0.174304336309433,0.105977430939674,0.127320855855942,0.0474531799554825,0.0548079013824463,0.230475008487701,0.416844338178635,0.0547650158405304,0.120688021183014,0.322250470519066,0.100135862827301,0.146969348192215,0.181299656629562
